2016-11-04 02:17:22.383668,1.33923,1.33946,934.5,938.39,703.511,705.51
2016-11-04 03:51:19.333686,1.33947,1.33978,925.03,942.99,703.28,704.914
2016-11-04 03:55:02.678479,1.33971,1.34002,929.0,942.96,702.001,704.871
2016-11-04 03:56:03.534111,1.33974,1.34004,929.01,942.96,702.071,704.84
2016-11-04 04:00:03.208992,1.33961,1.33992,929.99,940.0,703.4,704.91
2016-11-04 04:07:03.260432,1.3395,1.33982,931.0,941.0,705.0,707.01
2016-11-04 04:14:02.606257,1.33954,1.33987,933.0,942.98,704.898,706.015
2016-11-04 04:21:02.323741,1.3396,1.33986,933.0,942.98,703.241,705.547
2016-11-04 04:28:02.667343,1.33974,1.34,929.99,942.98,703.254,705.254
2016-11-04 04:35:02.140473,1.33979,1.34004,930.03,942.99,703.0,705.676
2016-11-04 04:42:02.059904,1.33977,1.34002,930.02,942.0,703.5,705.408
2016-11-04 04:49:02.362230,1.33974,1.34004,930.0,942.99,703.5,705.409
2016-11-04 04:56:02.529319,1.33975,1.34006,930.0,942.99,703.5,705.36
2016-11-04 05:00:03.180160,1.33963,1.33993,930.0,942.99,703.5,705.119
2016-11-04 05:07:01.751090,1.33967,1.33998,930.0,942.99,703.5,704.608
2016-11-04 05:14:03.731591,1.33969,1.33998,930.0,942.99,703.5,704.859
2016-11-04 05:21:02.483337,1.33967,1.33997,930.0,942.99,703.5,704.779
2016-11-04 05:28:02.622518,1.33971,1.34002,930.0,942.99,703.51,705.189
2016-11-04 05:35:02.673073,1.33978,1.34006,930.0,942.98,704.89,706.959
2016-11-04 05:42:02.971741,1.3399,1.34022,930.0,942.98,704.89,706.701
2016-11-04 05:49:02.267816,1.34036,1.34059,930.0,942.99,704.651,706.479
2016-11-04 05:56:02.813529,1.34055,1.34083,930.0,942.99,703.351,706.051
2016-11-04 06:00:03.371594,1.34046,1.3407,930.0,942.99,703.621,706.006
2016-11-04 06:07:02.331896,1.34031,1.34056,930.0,942.63,703.5,706.089
2016-11-04 06:14:02.750957,1.34041,1.34068,930.0,942.7,703.296,705.851
2016-11-04 06:21:01.966976,1.34021,1.34048,930.0,941.85,703.479,706.582
2016-11-04 06:28:02.592585,1.34001,1.34026,929.99,931.0,702.23,706.314
2016-11-04 06:35:02.665893,1.33997,1.34022,930.0,942.87,702.2,702.591
2016-11-04 06:42:02.554747,1.33993,1.3402,930.0,941.48,694.167,697.609
2016-11-04 06:49:02.365058,1.34024,1.3405,929.99,939.99,694.868,697.549
2016-11-04 06:56:03.021181,1.3406,1.34086,929.99,939.88,694.773,696.27
2016-11-04 07:00:03.263413,1.34043,1.34069,929.99,938.44,693.22,696.26
2016-11-04 07:07:02.246855,1.34031,1.34057,926.66,935.77,693.152,695.519
2016-11-04 07:14:03.086606,1.34019,1.34045,926.67,937.34,692.888,695.169
2016-11-04 07:21:02.139527,1.34059,1.34085,926.67,938.43,694.331,698.0
2016-11-04 07:28:03.152250,1.3412,1.34146,926.67,939.97,697.147,698.525
2016-11-04 07:35:02.495779,1.34152,1.34179,926.67,939.94,699.57594,699.8
2016-11-04 07:42:03.323712,1.3413,1.34153,926.67,939.61,699.93,699.99
2016-11-04 07:49:02.936270,1.3413,1.34156,926.67,939.99,700.211,700.41133
2016-11-04 07:56:03.766097,1.34122,1.34145,926.67,939.99,699.87,702.694
2016-11-04 08:00:03.522966,1.341,1.34122,926.67,939.98,701.12,703.995
2016-11-04 08:07:02.759328,1.34074,1.34097,926.67,939.99,704.5,706.179
2016-11-04 08:14:03.355658,1.34104,1.34128,926.68,939.99,706.302,706.7
